timestamp,temperature_C,pressure_hPa,humidity_percent,gas_ohms,label,notes
488307,25.81,101240.51,51.0,942.46,alcohol,n/a
488454,25.81,101240.16,51.0,954.97,alcohol,n/a
488590,25.8,101238.2,50.99,966.36,alcohol,n/a
488736,25.81,101240.34,51.0,977.3,alcohol,n/a
488872,25.81,101240.24,51.02,986.23,alcohol,n/a
489019,25.81,101239.82,50.98,998.39,alcohol,n/a
489165,25.8,101238.88,50.99,1004.58,alcohol,n/a
489302,25.8,101238.46,50.98,1015.61,alcohol,n/a
489448,25.81,101241.78,50.98,1022.02,alcohol,n/a
489584,25.81,101241.52,50.98,1027.69,alcohol,n/a
489731,25.81,101240.59,50.95,1027.69,alcohol,n/a
489867,25.81,101240.85,50.96,1026.06,alcohol,n/a
490013,25.82,101240.52,50.96,1018.0,alcohol,n/a
490149,25.81,101240.26,50.95,1010.85,alcohol,n/a
490296,25.82,101242.05,50.92,1006.92,alcohol,n/a
490442,25.82,101240.86,50.95,999.16,alcohol,n/a
490578,25.81,101240.68,50.92,988.48,alcohol,n/a
490725,25.82,101240.18,50.94,980.26,alcohol,n/a
490861,25.81,101240.94,50.93,968.53,alcohol,n/a
491008,25.82,101240.94,50.93,959.21,alcohol,n/a
491144,25.82,101241.71,50.93,951.46,alcohol,n/a
491290,25.82,101242.13,50.96,945.9,alcohol,n/a
491437,25.81,101239.49,50.93,941.09,alcohol,n/a
491573,25.82,101241.37,50.95,934.98,alcohol,n/a
491719,25.81,101240.34,50.96,931.62,alcohol,n/a
491855,25.82,101241.03,50.97,928.28,alcohol,n/a
492002,25.82,101240.7,50.98,925.63,alcohol,n/a
492138,25.82,101242.13,50.98,921.68,alcohol,n/a
492284,25.82,101239.58,50.98,920.37,alcohol,n/a
492421,25.82,101239.84,51.02,918.41,alcohol,n/a
492567,25.82,101241.03,51.03,915.17,alcohol,n/a
492713,25.81,101239.23,51.05,913.87,alcohol,n/a
492850,25.82,101240.52,51.05,911.94,alcohol,n/a
492996,25.82,101241.8,51.05,911.3,alcohol,n/a
493132,25.83,101242.82,51.07,909.38,alcohol,n/a
493279,25.82,101241.37,51.05,908.75,alcohol,n/a
493415,25.82,101242.73,51.08,908.11,alcohol,n/a
493561,25.83,101242.39,51.12,908.75,alcohol,n/a
493708,25.82,101239.5,51.12,906.84,alcohol,n/a
493844,25.82,101243.07,51.1,906.84,alcohol,n/a
493989,25.82,101240.95,51.12,904.94,alcohol,n/a
494127,25.83,101242.65,51.14,904.94,alcohol,n/a
494272,25.82,101240.34,51.15,905.57,alcohol,n/a
494408,25.82,101240.18,51.15,903.67,alcohol,n/a
494555,25.81,101239.41,51.18,900.53,alcohol,n/a
494701,25.83,101240.86,51.19,902.42,alcohol,n/a
494837,25.83,101242.22,51.2,900.53,alcohol,n/a
494984,25.83,101241.37,51.2,900.53,alcohol,n/a
495120,25.83,101241.2,51.22,899.91,alcohol,n/a
495266,25.83,101241.97,51.22,899.91,alcohol,n/a
495403,25.83,101242.55,51.22,898.04,alcohol,n/a
495549,25.83,101241.2,51.25,897.41,alcohol,n/a
495685,25.83,101241.63,51.24,898.04,alcohol,n/a
495832,25.83,101241.63,51.26,898.04,alcohol,n/a
495978,25.83,101242.3,51.26,899.91,alcohol,n/a
496114,25.83,101241.55,51.27,899.91,alcohol,n/a
496261,25.82,101241.71,51.29,898.66,alcohol,n/a
496397,25.83,101241.28,51.29,899.91,alcohol,n/a
496543,25.82,101239.75,51.3,900.53,alcohol,n/a
496679,25.83,101242.4,51.29,899.91,alcohol,n/a
496826,25.83,101243.17,51.31,901.16,alcohol,n/a
496972,25.83,101241.55,51.31,901.79,alcohol,n/a
497108,25.83,101241.3,51.32,903.67,alcohol,n/a
497255,25.84,101241.56,51.32,903.67,alcohol,n/a
497391,25.84,101243.77,51.33,903.67,alcohol,n/a
497538,25.84,101243.26,51.33,904.31,alcohol,n/a
497674,25.83,101239.85,51.33,903.67,alcohol,n/a
497820,25.83,101240.27,51.34,903.67,alcohol,n/a
497967,25.84,101242.07,51.37,904.31,alcohol,n/a
498103,25.84,101241.38,51.38,902.42,alcohol,n/a
498249,25.84,101242.57,51.38,903.67,alcohol,n/a
498385,25.85,101243.7,51.37,901.79,alcohol,n/a
498532,25.84,101241.56,51.39,901.16,alcohol,n/a
498668,25.84,101243.01,51.38,903.04,alcohol,n/a
498814,25.83,101242.66,51.4,901.16,alcohol,n/a
498951,25.83,101240.44,51.41,904.31,alcohol,n/a
499097,25.84,101243.26,51.4,908.11,alcohol,n/a
499244,25.83,101241.3,51.4,913.23,alcohol,n/a
499380,25.83,101242.06,51.42,919.06,alcohol,n/a
499526,25.83,101242.83,51.41,925.63,alcohol,n/a
499662,25.83,101241.38,51.41,934.31,alcohol,n/a
499809,25.83,101241.72,51.41,939.73,alcohol,n/a
499945,25.83,101241.55,51.39,947.98,alcohol,n/a
500091,25.83,101241.71,51.41,956.38,alcohol,n/a
500238,25.83,101241.88,51.41,962.77,alcohol,n/a
500374,25.82,101241.27,51.39,964.92,alcohol,n/a
500520,25.84,101244.11,51.39,969.98,alcohol,n/a
500657,25.82,101241.45,51.37,974.36,alcohol,n/a
500803,25.83,101242.05,51.37,975.09,alcohol,n/a
500939,25.83,101244.02,51.36,978.04,alcohol,n/a
501086,25.83,101241.8,51.36,978.04,alcohol,n/a
501232,25.83,101241.55,51.32,976.56,alcohol,n/a
501368,25.83,101242.74,51.32,975.83,alcohol,n/a
501515,25.83,101241.45,51.35,972.9,alcohol,n/a
501651,25.83,101240.1,51.32,974.36,alcohol,n/a
501797,25.84,101243.42,51.32,969.98,alcohol,n/a
501934,25.83,101241.55,51.32,968.53,alcohol,n/a
502080,25.83,101242.32,51.31,969.26,alcohol,n/a
502216,25.84,101244.88,51.3,967.81,alcohol,n/a
502363,25.83,101242.32,51.32,967.81,alcohol,n/a
502508,25.85,101243.69,51.28,964.92,alcohol,n/a
502645,25.84,101243.85,51.28,963.49,alcohol,n/a
502791,25.83,101241.3,51.29,961.34,alcohol,n/a
502927,25.84,101243.26,51.28,958.5,alcohol,n/a
503073,25.84,101243.26,51.28,955.67,alcohol,n/a
503209,25.85,101242.92,51.28,952.16,alcohol,n/a
503356,25.84,101243.01,51.26,944.52,alcohol,n/a
503502,25.84,101243.09,51.26,941.78,alcohol,n/a
503639,25.84,101243.42,51.28,936.33,alcohol,n/a
503785,25.85,101243.26,51.29,932.96,alcohol,n/a
503921,25.85,101243.59,51.28,929.61,alcohol,n/a
504068,25.84,101242.57,51.27,924.97,alcohol,n/a
504204,25.85,101242.41,51.28,921.02,alcohol,n/a
504350,25.85,101243.52,51.29,916.46,alcohol,n/a
504497,25.84,101242.41,51.31,913.23,alcohol,n/a
504633,25.85,101243.52,51.29,906.84,alcohol,n/a
504779,25.85,101241.3,51.33,903.67,alcohol,n/a
504915,25.84,101241.64,51.32,900.53,alcohol,n/a
505062,25.84,101242.84,51.33,898.66,alcohol,n/a
505198,25.85,101243.19,51.31,896.17,alcohol,n/a
505345,25.85,101243.6,51.33,894.32,alcohol,n/a
505481,25.85,101243.6,51.36,892.47,alcohol,n/a
505627,25.86,101244.63,51.37,891.24,alcohol,n/a
505774,25.85,101243.27,51.37,890.02,alcohol,n/a
505910,25.86,101243.44,51.4,890.02,alcohol,n/a
506056,25.86,101245.73,51.42,887.58,alcohol,n/a
506192,25.86,101243.87,51.43,887.58,alcohol,n/a
506339,25.84,101242.23,51.41,886.97,alcohol,n/a
506475,25.85,101242.76,51.44,888.8,alcohol,n/a
506621,25.85,101242.41,51.45,888.8,alcohol,n/a
506768,25.86,101245.23,51.45,890.02,alcohol,n/a
506904,25.86,101244.13,51.45,891.85,alcohol,n/a
507051,25.85,101242.07,51.47,894.93,alcohol,n/a
507187,25.86,101243.35,51.49,897.41,alcohol,n/a
507333,25.85,101242.85,51.48,901.79,alcohol,n/a
507469,25.85,101243.87,51.48,906.84,alcohol,n/a
507616,25.86,101243.44,51.49,911.94,alcohol,n/a
507762,25.85,101243.1,51.5,919.06,alcohol,n/a
