timestamp,gas_ohms,temp_c,humidity_percent,pressure_hpa
2026-02-14 13:19:07,5684.00,23.42,65.83,1014.05
2026-02-14 13:19:08,5684.00,23.42,65.85,1014.05
2026-02-14 13:19:10,5684.00,23.42,65.85,1014.06
2026-02-14 13:19:11,5684.00,23.42,65.87,1014.06
2026-02-14 13:19:12,5684.00,23.42,65.87,1014.07
2026-02-14 13:19:13,5684.00,23.42,65.87,1014.08
2026-02-14 13:19:14,5684.00,23.42,65.89,1014.08
2026-02-14 13:19:15,5684.00,23.43,65.90,1014.09
2026-02-14 13:19:16,5684.00,23.43,65.90,1014.09
2026-02-14 13:19:17,5684.00,23.43,65.91,1014.10
2026-02-14 13:19:18,5684.00,23.43,65.92,1014.10
2026-02-14 13:19:19,5684.00,23.43,65.93,1014.11
2026-02-14 13:19:20,5684.00,23.43,65.93,1014.12
2026-02-14 13:19:21,5684.00,23.43,65.93,1014.12
2026-02-14 13:19:22,5684.00,23.43,65.94,1014.11
2026-02-14 13:19:23,5684.00,23.43,65.94,1014.10
2026-02-14 13:19:24,5684.00,23.43,65.96,1014.10
2026-02-14 13:19:25,5684.00,23.44,65.96,1014.11
2026-02-14 13:19:26,5684.00,23.44,65.97,1014.13
2026-02-14 13:19:27,5684.00,23.44,65.99,1014.14
2026-02-14 13:19:28,5684.00,23.44,65.98,1014.14
2026-02-14 13:19:29,5684.00,23.44,66.00,1014.15
2026-02-14 13:19:30,5684.00,23.44,65.99,1014.15
2026-02-14 13:19:31,5684.00,23.44,66.01,1014.15
2026-02-14 13:19:32,5684.00,23.44,66.02,1014.14
2026-02-14 13:19:33,5684.00,23.44,66.00,1014.14
2026-02-14 13:19:34,5684.00,23.44,66.03,1014.13
2026-02-14 13:19:35,5684.00,23.44,66.04,1014.11
2026-02-14 13:19:36,5684.00,23.44,66.06,1014.11
2026-02-14 13:19:37,5684.00,23.45,66.06,1014.11
2026-02-14 13:19:38,5684.00,23.45,66.07,1014.11
2026-02-14 13:19:39,5684.00,23.45,66.06,1014.10
2026-02-14 13:19:40,5684.00,23.45,66.08,1014.10
2026-02-14 13:19:41,5684.00,23.45,66.08,1014.11
2026-02-14 13:19:42,5684.00,23.45,66.09,1014.11
2026-02-14 13:19:43,5684.00,23.45,66.10,1014.11
2026-02-14 13:19:44,5684.00,23.45,66.10,1014.10
2026-02-14 13:19:45,5684.00,23.45,66.11,1014.10
2026-02-14 13:19:46,5684.00,23.45,66.12,1014.10
2026-02-14 13:19:47,5684.00,23.45,66.13,1014.12
2026-02-14 13:19:48,5684.00,23.45,66.13,1014.13
2026-02-14 13:19:49,5684.00,23.46,66.14,1014.14
2026-02-14 13:19:50,5684.00,23.46,66.14,1014.13
2026-02-14 13:19:51,5684.00,23.46,66.15,1014.12
2026-02-14 13:19:52,5684.00,23.46,66.15,1014.12
2026-02-14 13:19:53,5684.00,23.46,66.17,1014.13
2026-02-14 13:19:54,5684.00,23.46,66.17,1014.15
2026-02-14 13:19:55,5684.00,23.46,66.19,1014.16
2026-02-14 13:19:56,5684.00,23.46,66.19,1014.16
2026-02-14 13:19:57,5684.00,23.46,66.21,1014.15
2026-02-14 13:19:58,5684.00,23.46,66.21,1014.15
2026-02-14 13:19:59,5684.00,23.46,66.21,1014.16
2026-02-14 13:20:00,5684.00,23.47,66.21,1014.17
2026-02-14 13:20:01,5684.00,23.47,66.22,1014.17
2026-02-14 13:20:02,5684.00,23.47,66.25,1014.17
2026-02-14 13:20:03,5684.00,23.47,66.24,1014.16
2026-02-14 13:20:04,5684.00,23.47,66.25,1014.16
2026-02-14 13:20:05,5684.00,23.47,66.25,1014.16
2026-02-14 13:20:06,5684.00,23.47,66.28,1014.15
2026-02-14 13:20:07,5684.00,23.47,66.27,1014.15
2026-02-14 13:20:08,5684.00,23.48,66.28,1014.15
2026-02-14 13:20:09,5684.00,23.48,66.29,1014.15
2026-02-14 13:20:10,5684.00,23.48,66.30,1014.14
2026-02-14 13:20:11,5684.00,23.48,66.30,1014.14
2026-02-14 13:20:12,5684.00,23.48,66.30,1014.14
2026-02-14 13:20:13,5684.00,23.48,66.31,1014.15
2026-02-14 13:20:14,5684.00,23.48,66.31,1014.16
2026-02-14 13:20:15,5684.00,23.48,66.32,1014.17
2026-02-14 13:20:16,5684.00,23.48,66.33,1014.17
2026-02-14 13:20:17,5684.00,23.48,66.32,1014.16
2026-02-14 13:20:18,5684.00,23.48,66.34,1014.16
2026-02-14 13:20:19,5684.00,23.48,66.35,1014.16
2026-02-14 13:20:20,5684.00,23.49,66.36,1014.17
2026-02-14 13:20:21,5684.00,23.49,66.36,1014.16
2026-02-14 13:20:22,5684.00,23.48,66.36,1014.15
2026-02-14 13:20:23,5684.00,23.49,66.37,1014.15
2026-02-14 13:20:24,5684.00,23.49,66.38,1014.15
2026-02-14 13:20:25,5684.00,23.49,66.38,1014.15
2026-02-14 13:20:26,5684.00,23.49,66.40,1014.16
2026-02-14 13:20:27,5684.00,23.49,66.40,1014.17
2026-02-14 13:20:28,5684.00,23.49,66.40,1014.18
2026-02-14 13:20:29,5684.00,23.49,66.40,1014.17
2026-02-14 13:20:30,5684.00,23.50,66.40,1014.17
2026-02-14 13:20:31,5684.00,23.50,66.41,1014.18
2026-02-14 13:20:32,5684.00,23.49,66.40,1014.19
2026-02-14 13:20:33,5684.00,23.49,66.41,1014.19
2026-02-14 13:20:34,5684.00,23.50,66.41,1014.20
2026-02-14 13:20:35,5684.00,23.50,66.41,1014.19
2026-02-14 13:20:36,5684.00,23.49,66.41,1014.20
2026-02-14 13:20:37,5684.00,23.50,66.43,1014.20
2026-02-14 13:20:38,5684.00,23.49,66.42,1014.22
2026-02-14 13:20:39,5684.00,23.49,66.43,1014.22
2026-02-14 13:20:40,5684.00,23.50,66.43,1014.21
2026-02-14 13:20:41,5684.00,23.50,66.43,1014.20
2026-02-14 13:20:42,5684.00,23.50,66.45,1014.19
2026-02-14 13:20:43,5684.00,23.50,66.45,1014.20
2026-02-14 13:20:45,5684.00,23.50,66.47,1014.20
2026-02-14 13:20:46,5684.00,23.50,66.46,1014.21
2026-02-14 13:20:47,5684.00,23.50,66.44,1014.21
2026-02-14 13:20:48,5684.00,23.50,66.47,1014.21
2026-02-14 13:20:49,5684.00,23.50,66.47,1014.21
2026-02-14 13:20:50,5684.00,23.50,66.47,1014.21
2026-02-14 13:20:51,5684.00,23.50,66.47,1014.20
2026-02-14 13:20:52,5684.00,23.50,66.48,1014.21
2026-02-14 13:20:53,5684.00,23.51,66.48,1014.23
2026-02-14 13:20:54,5684.00,23.51,66.48,1014.23
2026-02-14 13:20:55,5684.00,23.51,66.49,1014.23
2026-02-14 13:20:56,5684.00,23.51,66.50,1014.23
2026-02-14 13:20:57,5684.00,23.51,66.50,1014.23
2026-02-14 13:20:58,5684.00,23.51,66.50,1014.23
2026-02-14 13:20:59,5684.00,23.51,66.52,1014.23
2026-02-14 13:21:00,5684.00,23.51,66.51,1014.23
2026-02-14 13:21:01,5684.00,23.51,66.52,1014.23
2026-02-14 13:21:02,5684.00,23.51,66.52,1014.22
2026-02-14 13:21:03,5684.00,23.51,66.54,1014.21
2026-02-14 13:21:04,5684.00,23.51,66.54,1014.20
2026-02-14 13:21:05,5684.00,23.51,66.54,1014.19
2026-02-14 13:21:06,5684.00,23.51,66.54,1014.19
2026-02-14 13:21:07,5684.00,23.51,66.55,1014.18
2026-02-14 13:21:08,5684.00,23.52,66.54,1014.18
2026-02-14 13:21:09,5684.00,23.52,66.56,1014.18
2026-02-14 13:21:10,5684.00,23.52,66.58,1014.18
2026-02-14 13:21:11,5684.00,23.52,66.56,1014.19
2026-02-14 13:21:12,5684.00,23.52,66.57,1014.19
2026-02-14 13:21:13,5684.00,23.52,66.58,1014.18
2026-02-14 13:21:14,5684.00,23.52,66.58,1014.19
2026-02-14 13:21:15,5684.00,23.52,66.58,1014.19
2026-02-14 13:21:16,5684.00,23.52,66.58,1014.20
2026-02-14 13:21:17,5684.00,23.53,66.58,1014.19
2026-02-14 13:21:18,5684.00,23.52,66.60,1014.19
2026-02-14 13:21:19,5684.00,23.53,66.60,1014.19
2026-02-14 13:21:20,5684.00,23.53,66.62,1014.19
2026-02-14 13:21:21,5684.00,23.53,66.61,1014.19
2026-02-14 13:21:22,5684.00,23.53,66.63,1014.19
2026-02-14 13:21:23,5684.00,23.53,66.63,1014.19
2026-02-14 13:21:24,5684.00,23.53,66.63,1014.19
2026-02-14 13:21:25,5684.00,23.53,66.63,1014.19
2026-02-14 13:21:26,5684.00,23.53,66.63,1014.19
2026-02-14 13:21:27,5684.00,23.53,66.65,1014.19
2026-02-14 13:21:28,5684.00,23.53,66.66,1014.18
2026-02-14 13:21:29,5684.00,23.54,66.65,1014.18
2026-02-14 13:21:30,5684.00,23.54,66.67,1014.18
2026-02-14 13:21:31,5684.00,23.54,66.67,1014.17
2026-02-14 13:21:32,5684.00,23.54,66.67,1014.17
2026-02-14 13:21:33,5684.00,23.54,66.67,1014.17
2026-02-14 13:21:34,5684.00,23.54,66.67,1014.17
2026-02-14 13:21:35,5684.00,23.54,66.69,1014.17
2026-02-14 13:21:36,5684.00,23.54,66.68,1014.16
2026-02-14 13:21:37,5684.00,23.54,66.70,1014.17
2026-02-14 13:21:38,5684.00,23.54,66.70,1014.16
2026-02-14 13:21:39,5684.00,23.54,66.70,1014.17
2026-02-14 13:21:40,5684.00,23.55,66.72,1014.15
2026-02-14 13:21:41,5684.00,23.55,66.72,1014.15
2026-02-14 13:21:42,5684.00,23.55,66.72,1014.16
2026-02-14 13:21:43,5684.00,23.55,66.72,1014.16
2026-02-14 13:21:44,5684.00,23.55,66.71,1014.17
2026-02-14 13:21:45,5684.00,23.55,66.72,1014.19
2026-02-14 13:21:46,5684.00,23.55,66.74,1014.18
2026-02-14 13:21:47,5684.00,23.55,66.75,1014.18
2026-02-14 13:21:48,5684.00,23.55,66.75,1014.17
2026-02-14 13:21:49,5684.00,23.56,66.74,1014.18
2026-02-14 13:21:50,5684.00,23.56,66.75,1014.19
2026-02-14 13:21:51,5684.00,23.56,66.77,1014.20
2026-02-14 13:21:52,5684.00,23.56,66.77,1014.20
2026-02-14 13:21:53,5684.00,23.56,66.77,1014.19
2026-02-14 13:21:54,5684.00,23.56,66.78,1014.19
2026-02-14 13:21:55,5684.00,23.56,66.78,1014.19
2026-02-14 13:21:56,5684.00,23.56,66.79,1014.19
2026-02-14 13:21:57,5684.00,23.56,66.78,1014.19
2026-02-14 13:21:58,5684.00,23.56,66.80,1014.18
2026-02-14 13:21:59,5684.00,23.56,66.80,1014.19
2026-02-14 13:22:00,5684.00,23.56,66.81,1014.19
2026-02-14 13:22:01,5684.00,23.57,66.80,1014.19
2026-02-14 13:22:02,5684.00,23.57,66.81,1014.20
2026-02-14 13:22:03,5684.00,23.57,66.81,1014.22
2026-02-14 13:22:04,5684.00,23.57,66.82,1014.21
2026-02-14 13:22:05,5684.00,23.57,66.82,1014.21
2026-02-14 13:22:06,5684.00,23.57,66.82,1014.21
2026-02-14 13:22:07,5684.00,23.57,66.84,1014.21
2026-02-14 13:22:08,5684.00,23.58,66.83,1014.20
2026-02-14 13:22:09,5684.00,23.58,66.84,1014.18
2026-02-14 13:22:10,5684.00,23.58,66.84,1014.17
2026-02-14 13:22:11,5684.00,23.58,66.85,1014.16
2026-02-14 13:22:12,5684.00,23.58,66.85,1014.15
2026-02-14 13:22:13,5684.00,23.58,66.83,1014.15
2026-02-14 13:22:14,5684.00,23.58,66.85,1014.17
2026-02-14 13:22:15,5684.00,23.58,66.84,1014.17
2026-02-14 13:22:16,5684.00,23.58,66.84,1014.16
2026-02-14 13:22:17,5684.00,23.58,66.85,1014.16
2026-02-14 13:22:18,5684.00,23.58,66.85,1014.17
2026-02-14 13:22:19,5684.00,23.59,66.85,1014.17
2026-02-14 13:22:20,5684.00,23.59,66.86,1014.17
2026-02-14 13:22:21,5684.00,23.59,66.86,1014.16
2026-02-14 13:22:23,5684.00,23.59,66.86,1014.16
2026-02-14 13:22:24,5684.00,23.59,66.87,1014.17
2026-02-14 13:22:25,5684.00,23.59,66.86,1014.19
2026-02-14 13:22:26,5684.00,23.59,66.87,1014.18
2026-02-14 13:22:27,5684.00,23.59,66.88,1014.17
2026-02-14 13:22:28,5684.00,23.59,66.89,1014.18
2026-02-14 13:22:29,5684.00,23.59,66.88,1014.18
2026-02-14 13:22:30,5684.00,23.59,66.89,1014.17
2026-02-14 13:22:31,5684.00,23.59,66.89,1014.18
2026-02-14 13:22:32,5684.00,23.59,66.89,1014.20
2026-02-14 13:22:33,5684.00,23.60,66.88,1014.21
2026-02-14 13:22:34,5684.00,23.60,66.88,1014.21
2026-02-14 13:22:35,5684.00,23.60,66.89,1014.20
2026-02-14 13:22:36,5684.00,23.60,66.88,1014.18
2026-02-14 13:22:37,5684.00,23.60,66.90,1014.17
2026-02-14 13:22:38,5684.00,23.60,66.89,1014.17
2026-02-14 13:22:39,5684.00,23.60,66.90,1014.18
2026-02-14 13:22:40,5684.00,23.60,66.90,1014.16
2026-02-14 13:22:41,5684.00,23.60,66.91,1014.14
2026-02-14 13:22:42,5684.00,23.60,66.90,1014.13
2026-02-14 13:22:43,5684.00,23.60,66.90,1014.12
2026-02-14 13:22:44,5684.00,23.61,66.91,1014.14
2026-02-14 13:22:45,5684.00,23.61,66.92,1014.15
2026-02-14 13:22:46,5684.00,23.61,66.90,1014.15
2026-02-14 13:22:47,5684.00,23.61,66.91,1014.15
2026-02-14 13:22:48,5684.00,23.61,66.91,1014.14
2026-02-14 13:22:49,5684.00,23.61,66.92,1014.14
2026-02-14 13:22:50,5684.00,23.61,66.91,1014.14
2026-02-14 13:22:51,5684.00,23.61,66.92,1014.15
2026-02-14 13:22:52,5684.00,23.61,66.92,1014.16
2026-02-14 13:22:53,5684.00,23.62,66.91,1014.16
2026-02-14 13:22:54,5684.00,23.62,66.92,1014.15
2026-02-14 13:22:55,5684.00,23.61,66.93,1014.15
2026-02-14 13:22:56,5684.00,23.61,66.92,1014.16
2026-02-14 13:22:57,5684.00,23.61,66.92,1014.17
2026-02-14 13:22:58,5684.00,23.61,66.92,1014.19
2026-02-14 13:22:59,5684.00,23.61,66.93,1014.18
2026-02-14 13:23:00,5684.00,23.62,66.93,1014.17
2026-02-14 13:23:01,5684.00,23.62,66.93,1014.16
2026-02-14 13:23:02,5684.00,23.62,66.93,1014.16
2026-02-14 13:23:03,5684.00,23.62,66.93,1014.17
2026-02-14 13:23:04,5684.00,23.62,66.94,1014.18
2026-02-14 13:23:05,5684.00,23.62,66.93,1014.18
2026-02-14 13:23:06,5684.00,23.62,66.93,1014.18
2026-02-14 13:23:07,5684.00,23.62,66.93,1014.17
2026-02-14 13:23:08,5684.00,23.62,66.94,1014.16
2026-02-14 13:23:09,5684.00,23.62,66.93,1014.14
2026-02-14 13:23:10,5684.00,23.62,66.95,1014.13
2026-02-14 13:23:11,5684.00,23.62,66.95,1014.13
2026-02-14 13:23:12,5684.00,23.62,66.95,1014.14
2026-02-14 13:23:13,5684.00,23.62,66.95,1014.14
2026-02-14 13:23:14,5684.00,23.63,66.94,1014.15
2026-02-14 13:23:15,5684.00,23.63,66.96,1014.16
2026-02-14 13:23:16,5684.00,23.63,66.98,1014.17
2026-02-14 13:23:17,5684.00,23.63,66.95,1014.17
2026-02-14 13:23:18,5684.00,23.63,66.96,1014.17
2026-02-14 13:23:19,5684.00,23.63,66.97,1014.17
2026-02-14 13:23:20,5684.00,23.63,66.98,1014.17
2026-02-14 13:23:21,5684.00,23.63,66.97,1014.16
2026-02-14 13:23:22,5684.00,23.63,66.97,1014.14
2026-02-14 13:23:23,5684.00,23.63,66.98,1014.14
2026-02-14 13:23:24,5684.00,23.63,66.98,1014.13
2026-02-14 13:23:25,5684.00,23.64,66.99,1014.14
2026-02-14 13:23:26,5684.00,23.64,66.99,1014.14
2026-02-14 13:23:27,5684.00,23.63,66.98,1014.14
2026-02-14 13:23:28,5684.00,23.63,66.99,1014.14
2026-02-14 13:23:29,5684.00,23.63,67.01,1014.14
2026-02-14 13:23:30,5684.00,23.63,67.00,1014.14
2026-02-14 13:23:31,5684.00,23.63,67.00,1014.14
2026-02-14 13:23:32,5684.00,23.64,67.00,1014.15
2026-02-14 13:23:33,5684.00,23.64,67.00,1014.13
2026-02-14 13:23:34,5684.00,23.64,67.01,1014.12
2026-02-14 13:23:35,5684.00,23.64,67.01,1014.13
2026-02-14 13:23:36,5684.00,23.64,67.00,1014.14
2026-02-14 13:23:37,5684.00,23.64,67.02,1014.13
2026-02-14 13:23:38,5684.00,23.64,67.01,1014.12
2026-02-14 13:23:39,5684.00,23.65,67.02,1014.11
2026-02-14 13:23:40,5684.00,23.65,67.03,1014.12
2026-02-14 13:23:41,5684.00,23.65,67.03,1014.12
2026-02-14 13:23:42,5684.00,23.65,67.03,1014.12
2026-02-14 13:23:43,5684.00,23.65,67.03,1014.13
2026-02-14 13:23:44,5684.00,23.65,67.04,1014.12
2026-02-14 13:23:45,5684.00,23.65,67.03,1014.13
2026-02-14 13:23:46,5684.00,23.65,67.03,1014.12
2026-02-14 13:23:47,5684.00,23.65,67.05,1014.14
2026-02-14 13:23:48,5684.00,23.65,67.03,1014.13
2026-02-14 13:23:49,5684.00,23.65,67.05,1014.13
2026-02-14 13:23:50,5684.00,23.65,67.06,1014.13
2026-02-14 13:23:51,5684.00,23.65,67.07,1014.13
2026-02-14 13:23:52,5684.00,23.65,67.05,1014.13
2026-02-14 13:23:53,5684.00,23.65,67.07,1014.13
2026-02-14 13:23:54,5684.00,23.65,67.07,1014.13
2026-02-14 13:23:55,5684.00,23.65,67.05,1014.13
2026-02-14 13:23:56,5684.00,23.66,67.07,1014.13
2026-02-14 13:23:57,5684.00,23.66,67.06,1014.13
2026-02-14 13:23:59,5684.00,23.66,67.05,1014.12
2026-02-14 13:24:00,5684.00,23.66,67.07,1014.13
2026-02-14 13:24:01,5684.00,23.66,67.06,1014.12
2026-02-14 13:24:02,5684.00,23.66,67.06,1014.12
2026-02-14 13:24:03,5684.00,23.66,67.08,1014.11
2026-02-14 13:24:04,5684.00,23.66,67.07,1014.10
2026-02-14 13:24:05,5684.00,23.66,67.07,1014.10
2026-02-14 13:24:06,5684.00,23.66,67.05,1014.09
2026-02-14 13:24:07,5684.00,23.66,67.09,1014.09
2026-02-14 13:24:08,5684.00,23.66,67.09,1014.08
2026-02-14 13:24:09,5684.00,23.66,67.08,1014.09
2026-02-14 13:24:10,5684.00,23.66,67.08,1014.08
2026-02-14 13:24:11,5684.00,23.66,67.10,1014.08
2026-02-14 13:24:12,5684.00,23.67,67.08,1014.07
2026-02-14 13:24:13,5684.00,23.67,67.08,1014.08
2026-02-14 13:24:14,5684.00,23.67,67.08,1014.07
2026-02-14 13:24:15,5684.00,23.67,67.10,1014.07
2026-02-14 13:24:16,5684.00,23.67,67.09,1014.06
2026-02-14 13:24:17,5684.00,23.67,67.08,1014.06
2026-02-14 13:24:18,5684.00,23.67,67.09,1014.05
2026-02-14 13:24:19,5684.00,23.67,67.08,1014.06
2026-02-14 13:24:20,5684.00,23.67,67.09,1014.07
2026-02-14 13:24:21,5684.00,23.67,67.09,1014.06
2026-02-14 13:24:22,5684.00,23.67,67.10,1014.07
2026-02-14 13:24:23,5684.00,23.67,67.10,1014.07
2026-02-14 13:24:24,5684.00,23.68,67.09,1014.07
2026-02-14 13:24:25,5684.00,23.68,67.10,1014.07
2026-02-14 13:24:26,5684.00,23.68,67.10,1014.06
2026-02-14 13:24:27,5684.00,23.68,67.09,1014.06
2026-02-14 13:24:28,5684.00,23.68,67.10,1014.06
2026-02-14 13:24:29,5684.00,23.68,67.10,1014.07
2026-02-14 13:24:30,5684.00,23.68,67.10,1014.06
2026-02-14 13:24:31,5684.00,23.68,67.11,1014.06
2026-02-14 13:24:32,5684.00,23.68,67.13,1014.06
2026-02-14 13:24:33,5684.00,23.68,67.11,1014.07
2026-02-14 13:24:34,5684.00,23.68,67.11,1014.06
2026-02-14 13:24:35,5684.00,23.68,67.12,1014.07
2026-02-14 13:24:36,5684.00,23.69,67.11,1014.07
